size, compute_time
100,0.8961937427520752
200,1.1471190452575684
300,3.597985029220581
400,4.991688013076782
500,8.563278198242188
600,12.08012318611145
700,12.60804033279419
800,15.167243719100952
900,17.586469173431396
1000,25.443643808364868
1100,21.64003086090088
1200,37.20473766326904
